ID,word
5,abolish
6,abortion
10,absence
11,absent
16,absurd
17,abundance
18,abuse
20,academy
21,accelerate
25,acceptance
27,accessible
34,accomplishment
35,accordance
37,accordingly
39,accountability
40,accountable
42,accumulate
43,accumulation
47,accusation
49,accused
55,acquisition
56,acre
61,activation
63,activist
69,acute
72,adaptation
81,adhere
82,adjacent
84,adjustment
85,administer
87,administrative
88,administrator
90,admission
92,adolescent
94,adoption
100,adverse
106,advocate
107,aesthetic
110,affection
115,aftermath
125,aggression
130,agricultural
135,aide
143,albeit
147,alert
149,align
150,alignment
151,alike
155,allegation
156,allege
157,allegedly
158,alliance
159,allocate
160,allocation
162,allowance
163,ally
174,aluminium
176,amateur
179,ambassador
183,amend
184,amendment
185,amid
189,analogy
194,anchor
197,angel
212,anonymous
230,apparatus
234,appealing
237,appetite
238,applaud
240,applicable
244,appoint
247,appreciation
255,arbitrary
257,architectural
259,archive
261,arena
262,arguably
273,array
280,articulate
286,ash
292,aspiration
293,aspire
294,assassination
295,assault
296,assemble
297,assembly
298,assert
299,assertion
313,assurance
316,asylum
320,atrocity
324,attain
327,attendance
330,attorney
334,attribute
338,audit
341,authentic
344,authorize
345,auto
348,autonomy
350,availability
354,await
363,backdrop
365,backing
366,backup
373,bail
380,ballot
385,banner
387,bare
390,barrel
401,bass
407,battlefield
408,bay
411,beam
414,beast
429,behalf
438,beloved
441,bench
442,benchmark
444,beneath
446,beneficiary
453,betray
465,bind
466,biography
473,bishop
477,bizarre
479,blade
483,blast
484,bleed
485,blend
486,bless
487,blessing
496,boast
505,bonus
508,boom
521,bounce
523,boundary
524,bow
533,breach
536,breakdown
538,breakthrough
543,breed
553,broadband
560,browser
562,brutal
564,buck
565,buddy
567,buffer
571,bulk
574,burden
575,bureaucracy
576,burial
578,burst
592,cabinet
597,calculation
612,canvas
614,capability
618,capitalism
619,capitalist
630,cargo
632,carriage
636,carve
639,casino
643,casualty
645,catalogue
648,cater
649,cattle
651,caution
652,cautious
655,cease
661,cemetery
676,chamber
682,chaos
686,characterize
689,charm
692,charter
716,chronic
717,chunk
723,circulate
724,circulation
728,citizenship
730,civic
732,civilian
736,clarity
737,clash
741,classification
755,cling
757,clinical
763,closure
770,cluster
773,coalition
775,coastal
777,cocktail
780,cognitive
782,coincide
785,collaborate
786,collaboration
791,collective
794,collision
795,colonial
801,columnist
802,combat
812,commence
814,commentary
815,commentator
816,commerce
819,commissioner
823,commodity
828,communist
830,companion
832,comparable
836,compassion
837,compel
838,compelling
839,compensate
840,compensation
842,competence
843,competent
847,compile
850,complement
855,complexity
856,compliance
858,complication
859,comply
863,composition
867,compromise
869,compute
871,conceal
872,concede
873,conceive
877,conception
881,concession
885,condemn
888,confer
891,confession
894,configuration
895,confine
897,confirmation
899,confront
900,confrontation
905,congratulate
906,congregation
907,congressional
911,conquer
912,conscience
914,consciousness
915,consecutive
916,consensus
917,consent
922,conserve
928,consistency
931,consolidate
935,constituency
936,constitute
937,constitution
938,constitutional
939,constraint
944,consultation
951,contemplate
953,contempt
954,contend
955,contender
957,contention
961,continually
965,contractor
966,contradiction
967,contrary
971,contributor
980,conversion
983,convict
984,conviction
992,cooperate
993,cooperative
994,coordinate
995,coordination
996,coordinator
997,cop
999,copper
1001,copyright
1007,correction
1009,correlate
1010,correlation
1011,correspond
1012,correspondence
1013,correspondent
1014,corresponding
1016,corrupt
1017,corruption
1019,costly
1025,councillor
1026,counselling
1027,counsellor
1030,counterpart
1031,countless
1035,coup
1040,courtesy
1049,crawl
1056,creator
1058,credibility
1059,credible
1061,creep
1072,critique
1077,crown
1079,crude
1082,crush
1084,crystal
1086,cult
1087,cultivate
1093,curiosity
1103,custody
1108,cutting
1110,cynical
1114,dam
1116,damaging
1129,dawn
1139,debris
1141,debut
1147,decision-making
1148,decisive
1150,declaration
1156,dedicated
1157,dedication
1158,deed
1159,deem
1162,default
1164,defect
1168,defensive
1169,deficiency
1170,deficit
1175,defy
1178,delegate
1179,delegation
1183,delicate
1192,demon
1195,denial
1196,denounce
1197,dense
1198,density
1205,dependence
1207,depict
1208,deploy
1209,deployment
1214,deprive
1216,deputy
1218,descend
1219,descent
1225,designate
1227,desirable
1230,desktop
1237,destructive
1240,detain
1242,detection
1244,detention
1245,deteriorate
1249,devastate
1253,devil
1254,devise
1256,diagnose
1257,diagnosis
1262,dictate
1263,dictator
1270,differentiate
1276,dignity
1277,dilemma
1278,dimension
1279,diminish
1281,dip
1282,diplomat
1283,diplomatic
1288,directory
1302,disastrous
1304,discard
1305,discharge
1307,disclose
1308,disclosure
1311,discourse
1314,discretion
1315,discrimination
1324,dismissal
1326,displace
1328,disposal
1329,dispose
1330,dispute
1331,disrupt
1332,disruption
1333,dissolve
1337,distinction
1338,distinctive
1340,distort
1342,distress
1347,disturbing
1351,divert
1353,divine
1359,doctrine
1362,documentation
1365,domain
1367,dominance
1372,donor
1374,dose
1386,drain
1395,drift
1402,drown
1407,dual
1408,dub
1411,dumb
1413,duo
1421,eager
1425,earnings
1428,ease
1434,echo
1435,ecological
1449,educator
1453,effectiveness
1454,efficiency
1459,ego
1464,elaborate
1469,electoral
1479,elevate
1481,eligible
1483,elite
1487,embark
1490,embarrassment
1491,embassy
1492,embed
1493,embody
1496,emergence
1505,empirical
1510,empower
1513,enact
1514,encompass
1517,encouragement
1518,encouraging
1520,endeavour
1522,endless
1523,endorse
1524,endorsement
1525,endure
1528,enforce
1529,enforcement
1532,engagement
1533,engaging
1542,enquire
1544,enrich
1545,enrol
1546,ensue
1549,enterprise
1554,enthusiast
1558,entitle
1559,entity
1566,epidemic
1569,equality
1571,equation
1576,erect
1579,escalate
1583,essence
1587,establishment
1590,eternal
1595,evacuate
1612,evoke
1614,evolutionary
1618,exaggerate
1624,excellence
1628,exceptional
1629,excess
1636,exclusion
1637,exclusive
1638,exclusively
1640,execute
1641,execution
1644,exert
1647,exile
1658,expenditure
1664,experimental
1667,expire
1670,explicit
1671,explicitly
1674,exploitation
1678,explosive
1695,extremist
1700,facilitate
1703,faction
1706,faculty
1707,fade
1713,fairness
1737,fatal
1738,fate
1742,favourable
1745,feat
1757,feminist
1762,fibre
1765,fierce
